Colonia_Hecho;Municipio_Hecho
CUAJIMALPA;CDMX
LOMAS DE TEPEMECATL;CDMX
CENTRAL DE ABASTO;CDMX
ATLAMPA;CDMX
JUAREZ;CDMX
ZO   ESCOLAR ORIENTE;CDMX
UNIVERSIDAD   CIO  L AUTONOMA DE MEXICO;CDMX
AMERICA;CDMX
PROGRESO;CDMX
SAN ANDRES;CDMX
APATLACO;CDMX
MOCTEZUMA 2A SECCION;CDMX
POPOTLA;CDMX
CENTRO;CDMX
GERTRUDIS SANCHEZ 2A SECCION;CDMX
SANTIAGO ATZACOALCO;CDMX
SAN SIMON TICUMAC;CDMX
SAN JUAN DE ARAGON IV SECCION;CDMX
CENTRAL DE ABASTO;CDMX
SAN LUCAS XOCHIMANCA;CDMX
PILOTO ADOLFO LOPEZ MATEOS;CDMX
GUERRERO;CDMX
NINOS HEROES;CDMX
NUEVA VALLEJO;CDMX
SAN JERONIMO;CDMX
INDEPENDENCIA;CDMX
EL ROSARIO;CDMX
JOYAS DEL PEDREGAL;CDMX
IZTLAHUACAN;CDMX
SIN DATO ;CDMX
SIN DATO ;TULANCINGO DE BRAVO
ROMA NORTE;CDMX
ESCANDON I SECCION;CDMX
ESCANDON I SECCION;CDMX
INDUSTRIAL;CDMX
OBRERA;CDMX
DR ALFONSO ORTIZ TIRADO;CDMX
LAS ARBOLEDAS;CDMX
FEDERAL;CDMX
MORELOS;CDMX
SAN LORENZO LA CEBADA;CDMX
DR ALFONSO ORTIZ TIRADO;CDMX
UNIDAD VICENTE GUERRERO;CDMX
A  HUAC;CDMX
CHIMILLI;CDMX
VALLE DE MADERO;CDMX
DESARROLLO URBANO QUETZALCOATL;CDMX
SAN MARCOS;CDMX
BONDOJITO;CDMX
SAN MIGUEL DEL PUEBLO DE SAN ANDRES MIXQUIC;CDMX
  RVARTE;CDMX
PEDREGAL DE SANTO DOMINGO;CDMX
PRO HOGAR;CDMX
ZENON DELGADO;CDMX
SAN PABLO CHIMALPA;CDMX
LOMAS DE CHAPULTEPEC I SECCION;CDMX
SIN DATO ;CDMX
AMPLIACION CASAS ALEMAN;CDMX
ALVARO OBREGON;CDMX
SIN DATO ;CDMX
DEL LAGO;CDMX
SANTA TERESA;CDMX
NUEVA ATZACOALCO;CDMX
TLALCOLIGIA;CDMX
  POLES;CDMX
COSMOPOLITA;CDMX
SANTA MARIA MALI  LCO;CDMX
SAN NICOLAS TETELCO;CDMX
SIN DATO ;CDMX
CENTRO;CDMX
AGRICOLA PANTITLAN;CDMX
PRO HOGAR;CDMX
CERRO DE LA ESTRELLA;CDMX
GRANJAS MEXICO;CDMX
VILLA GUSTAVO A MADERO;CDMX
DESARROLLO URBANO QUETZALCOATL;CDMX
LA ESTACION;CDMX
  POLES;CDMX
PENSADOR MEXICANO;CDMX
ADOLFO RUIZ CORTINES;CDMX
BARRANCA SECA;CDMX
SAN AGUSTIN VILLA MILPA ALTA;CDMX
SAN JOSE DE LA ESCALERA;CDMX
SAN JUAN SAN PABLO OZTOTEPEC;CDMX
LAS PE  S;CDMX
GRANJAS MEXICO;CDMX
LA GUADALUPA  ;CDMX
GRANJAS MEXICO;CDMX
LOMAS DE MEMETLA;CDMX
SANTA MARTHA ACATITLA SUR;CDMX
RINCON DE LA BOLSA;CDMX
AMPLIACION CASAS ALEMAN;CDMX
SAN MIGUEL TOPILEJO;CDMX
CENTRO DE AZCAPOTZALCO;CDMX
LA CRUZ;CDMX
SIN DATO ;CDMX
FUENTES BROTANTES;CDMX
NUEVA VALLEJO;CDMX
SIN DATO ;COLON
  RVARTE;CDMX
  RVARTE;CDMX
DEL VALLE CENTRO;CDMX
DOCTORES;CDMX
SANTA MARIA TEPEPAN;CDMX
SAN LORENZO LA CEBADA;CDMX
POLANCO;CDMX
SIN DATO ;VICTORIA
AGRICOLA ORIENTAL;CDMX
DOCTORES;CDMX
CENTRO;CDMX
DOCTORES;CDMX
SAN PEDRO DE LOS PINOS;CDMX
PARAISO;CDMX
PEDREGAL DEL SUR;CDMX
LOS ANGELES;CDMX
AMPLIACION GABRIEL RAMOS MILLAN;CDMX
SIMON BOLIVAR;CDMX
ROSAS DEL TEPEYAC;CDMX
INDUSTRIAL;CDMX
TLALPAN CENTRO I;CDMX
TLALPAN CENTRO I;CDMX
NONOALCO TLATELOLCO;CDMX
TLALCOLIGIA;CDMX
DEL CARMEN;CDMX
SALVADOR DIAZ MIRON;CDMX
ZACAHUITZCO;CDMX
SAN MATEO TLALTE  NGO;CDMX
SAN MIGUEL XICALCO;CDMX
SIN DATO ;CDMX
AGRICOLA ORIENTAL;CDMX
SAN ISIDRO;CDMX
SAN ISIDRO;CDMX
SAN ISIDRO;CDMX
CENTRO;CDMX
ALAMOS;CDMX
SAN JOSE INSURGENTES;CDMX
ROMA SUR;CDMX
BARRIO CALYEQUITA;CDMX
BARRIO CALYEQUITA;CDMX
BARRIO CALYEQUITA;CDMX
HIPODROMO;CDMX
LA RAZA;CDMX
LA RAZA;CDMX
SAN BARTOLO ATEPEHUACAN;CDMX
SAN ALVARO;CDMX
SANTIAGO SUR;CDMX
SANTIAGO TEPALCATLALPAN;CDMX
GUADALUPE TLALPAN;CDMX
SANTA BARBARA;CDMX
SANTA BARBARA;CDMX
SANTA BARBARA;CDMX
PASEOS DE TAXQUE  ;CDMX
BONDOJITO;CDMX
BONDOJITO;CDMX
BONDOJITO;CDMX
12 DE DICIEMBRE;CDMX
12 DE DICIEMBRE;CDMX
12 DE DICIEMBRE;CDMX
CUAUHTEMOC PENSIL;CDMX
GRANJAS MEXICO;CDMX
ALGARIN;CDMX
GRANJAS MODER  S;CDMX
GRANJAS MODER  S;CDMX
GRANJAS MODER  S;CDMX
TEPEYAC INSURGENTES;CDMX
VALLE DE LUCES 2A SECCION;CDMX
ACTIPAN;CDMX
VALLE DE LUCES 2A SECCION;CDMX
VALLE DE LUCES 2A SECCION;CDMX
SANTA BARBARA;CDMX
  RVARTE;CDMX
ACTIPAN;CDMX
A  HUAC;CDMX
A  HUAC;CDMX
A  HUAC;CDMX
TEPEYAC INSURGENTES;CDMX
SAN FRANCISCO CULHUACAN;CDMX
SAN MARTIN XOCHI  HUAC;CDMX
TORIELLO GUERRA;CDMX
FLORIDA;CDMX
FLORIDA;CDMX
DEL VALLE CENTRO;CDMX
SAN JUAN DE ARAGON VII SECCION;CDMX
GUADALUPE INN;CDMX
GUADALUPE INN;CDMX
SAN MIGUEL TOPILEJO;CDMX
TORRES DE POTRERO;CDMX
TORRES DE POTRERO;CDMX
SAN MIGUEL TOPILEJO;CDMX
GUADALUPE INN;CDMX
LOS REYES;CDMX
MAGDALE   DE LAS SALI  S;CDMX
ESCANDON I SECCION;CDMX
ROMA SUR;CDMX
SIN DATO ;PUEBLA
SAN JOSE;CDMX
AMPLIACION   POLES;CDMX
A  HUAC;CDMX
A  HUAC;CDMX
BARRIO 18;CDMX
A  HUAC;CDMX
CUAUHTEMOC PENSIL;CDMX
CUAUHTEMOC PENSIL;CDMX
SAN PEDRO DE LOS PINOS;CDMX
CUAUHTEMOC PENSIL;CDMX
A  HUAC;CDMX
ARGENTI   ANTIGUA;CDMX
ARGENTI   ANTIGUA;CDMX
A  HUAC;CDMX
ARGENTI   ANTIGUA;CDMX
A  HUAC;CDMX
PASTEROS;CDMX
A  HUAC;CDMX
A  HUAC;CDMX
A  HUAC;CDMX
AGRICOLA PANTITLAN;CDMX
SANTO TOMAS;CDMX
PE   POBRE;CDMX
PE   POBRE;CDMX
CENTRAL DE ABASTO;CDMX
POTRERILLO;CDMX
EL ROSARIO;CDMX
ISIDRO FABELA;CDMX
CENTRO;CDMX
GUADALUPE INN;CDMX
NUEVA SANTA MARIA;CDMX
  RVARTE;CDMX
  RVARTE;CDMX
DEL VALLE CENTRO;CDMX
JOSE LOPEZ PORTILLO;CDMX
VALLE GOMEZ;CDMX
VALLE GOMEZ;CDMX
VALLE GOMEZ;CDMX
PANTEON SANTA FE;CDMX
SAN MIGUEL CHAPULTEPEC;CDMX
LOMAS ALTAS;CDMX
SANTA CRUZ MEYEHUALCO;CDMX
PUEBLO SANTA FE;CDMX
GRANJAS COAPA;CDMX
DEL VALLE CENTRO;CDMX
DEL VALLE CENTRO;CDMX
DEL VALLE CENTRO;CDMX
DEL VALLE CENTRO;CDMX
SANTA MARIA LA RIBERA;CDMX
LOS ANGELES;CDMX
VERGEL DEL SUR;CDMX
SAN NICOLAS TOTOLAPAN;CDMX
ESCANDON I SECCION;CDMX
SANTIAGO NORTE;CDMX
SANTIAGO NORTE;CDMX
AMERICAS UNIDAS;CDMX
AGRICOLA PANTITLAN;CDMX
SAN JUAN DE ARAGON IV SECCION;CDMX
LOMAS DE SANTA FE;CDMX
MORELOS;CDMX
SANTA MARIA NONOALCO;CDMX
EJERCITO DE ORIENTE ZO   PENON;CDMX
SANTA ISABEL INDUSTRIAL;CDMX
OLIVAR DEL CONDE 2A SECCION;CDMX
LOMAS DE SAN LORENZO;CDMX
LOMAS DE SAN LORENZO;CDMX
SAN MARCOS SANTA A   TLACOTENCO;CDMX
MIGUEL HIDALGO 4A SECCION;CDMX
JUAREZ;CDMX
TOLTECA;CDMX
SAN ANDRES TOTOLTEPEC;CDMX
PROGRESO TIZAPAN;CDMX
CENTRO;CDMX
PROGRESO TIZAPAN;CDMX
SANTA MARIA LA RIBERA;CDMX
SAN MIGUEL;CDMX
SAN JUAN XALPA;CDMX
SAN MIGUEL;CDMX
SAN MIGUEL;CDMX
ASTURIAS;CDMX
SANTA MARIA NONOALCO;CDMX
UNIDAD OBRERO HAB CTM CULHUACAN ZO   13;CDMX
SAN RAFAEL;CDMX
GERTRUDIS SANCHEZ 2A SECCION;CDMX
AJUSCO;CDMX
JACARANDAS;CDMX
ALAMOS;CDMX
AMPLIACION MARTIRES DE RIO BLANCO;CDMX
CAMPESTRE CHURUBUSCO;CDMX
CENTRAL DE ABASTO;CDMX
BOSQUES DE LAS LOMAS;CDMX
MARTIRES DE RIO BLANCO;CDMX
ARE  L 3A SECCION;CDMX
RESIDENCIAL PEDREGAL PICACHO;CDMX
PEDREGAL DE SANTA URSULA;CDMX
SANTA MARTHA ACATITLA;CDMX
ACULCO;CDMX
MAGDALE   MIXIUHCA;CDMX
NUEVA INDUSTRIAL VALLEJO;CDMX
BARRIO CANDELARIA TICOMAN;CDMX
DOCTORES;CDMX
PARQUE   CIO  L CERRO  DE LA ESTRELLA;CDMX
SANTA MARIA TEPEPAN;CDMX
JUVENTINO ROSAS;CDMX
PORTALES SUR;CDMX
XOCO;CDMX
BARRIO NORTE;CDMX
BARRIO NORTE;CDMX
SANTA CRUZ MEYEHUALCO;CDMX
PEDREGAL DE SANTA URSULA;CDMX
SANTA MARIA NONOALCO;CDMX
CUAUHTEMOC;CDMX
DEL VALLE CENTRO;CDMX
DEL VALLE CENTRO;CDMX
EL CARACOL;CDMX
SANTA CRUZ ACAYUCAN;CDMX
DEPORTIVO PENSIL;CDMX
MIGUEL HIDALGO 2A SECCION;CDMX
2A AMPLIACION SANTIAGO ACAHUALTEPEC;CDMX
SIN DATO ;SIN DATO
CUAUTEPEC BARRIO ALTO;CDMX
TRANSITO;CDMX
SANTA FE;CDMX
LOMAS DE SANTA FE;CDMX
SAN SIMON TICUMAC;CDMX
GRA  DA;CDMX
POLANCO;CDMX
TABACALERA;CDMX
ARVIDE;CDMX
EJIDOS SAN JUAN DE ARAGON 1A SECCION;CDMX
LOMAS ALTAS;CDMX
EL PARAISO;CDMX
CALTONGO;CDMX
AGRICOLA ORIENTAL;CDMX
PUENTE COLORADO;CDMX
POLANCO;CDMX
MIXCOAC;CDMX
CAMPESTRE ARAGON;CDMX
ZAPOTLA;CDMX
SIN DATO ;NICOLAS ROMERO
REFORMA POLITICA;CDMX
SAN PEDRO EL CHICO;CDMX
AVANTE;CDMX
SIN DATO ;CDMX
LA CONCHITA;CDMX
ROMERO RUBIO;CDMX
20 DE NOVIEMBRE;CDMX
AMPLIACION TORRE BLANCA;CDMX
AMPLIACION TORRE BLANCA;CDMX
8 DE AGOSTO;CDMX
HIPODROMO;CDMX
TULYEHUALCO;CDMX
TABACALERA;CDMX
SAN PEDRO XALPA;CDMX
RINCO  DA LAS CUEVITAS;CDMX
AMPLIACION SAN MIGUEL 8VA;CDMX
DOCTORES;CDMX
AGRICOLA PANTITLAN;CDMX
AMPLIACION SIMON BOLIVAR;CDMX
MOCTEZUMA 2A SECCION;CDMX
EX HACIENDA SAN JUAN DE DIOS;CDMX
OBRERA;CDMX
ARVIDE;CDMX
SANTA MARTHA ACATITLA SUR;CDMX
LOMAS DE   TIVITAS;CDMX
PUEBLO NUEVO ALTO;CDMX
GUERRERO;CDMX
AMPLIACION DEL GAS;CDMX
UN HOGAR PARA NOSOTROS;CDMX
PEDREGAL DE SANTO DOMINGO;CDMX
SIN DATO ;SAN LUIS POTOSI
OLIVAR DEL CONDE 2A SECCION;CDMX
PRO HOGAR;CDMX
POPOTLA;CDMX
PUEBLO NUEVO ALTO;CDMX
CENTRO;CDMX
LOS ALPES;CDMX
SAN LORENZO HUIPULCO;CDMX
NUEVA ATZACOALCO;CDMX
MERCED BALBUE  ;CDMX
PUEBLO DE SAN PABLO TEPETLAPA;CDMX
GENERAL IG  CIO ZARAGOZA;CDMX
DEL VALLE CENTRO;CDMX
LETRAN VALLE;CDMX
MORELOS;CDMX
LORENZO BOTURINI;CDMX
PREDIO EL MOLINO;CDMX
CUAUHTEMOC;CDMX
SAN JOSE DE LOS CEDROS;CDMX
SAN SIMON TOL  HUAC;CDMX
AMPLIACION SAN MIGUEL 8VA;CDMX
LA CARBONERA;CDMX
SAN ANDRES TOTOLTEPEC;CDMX
EL EBANO;CDMX
SANTA CRUZ XOCHITEPEC;CDMX
SAN ANGEL;CDMX
POPOTLA;CDMX
BUE  VISTA;CDMX
POPOTLA;CDMX
AMPLIACION GRA  DA;CDMX
ROMERO RUBIO;CDMX
LOMAS DE PADIER  ;CDMX
SIN DATO ;CDMX
CENTRO;CDMX
PUEBLA;CDMX
SAN JUAN DE ARAGON V SECCION;CDMX
DESARROLLO URBANO QUETZALCOATL;CDMX
AMPLIACION LOMAS DE SAN BER  BE;CDMX
FLORIDA;CDMX
BARRIO SAN ANTONIO;CDMX
ZEDEC SANTA FE;CDMX
DEL CARMEN;CDMX
UNIDAD KENNEDY;CDMX
SAN JOSE DE LOS CEDROS;CDMX
AMPLIACION SAN MIGUEL 8VA;CDMX
PEDREGAL DE SANTO DOMINGO;CDMX
AMPLIACION TORRE BLANCA;CDMX
CHIMALCOYOTL;CDMX
SAN LUCAS;CDMX
VISTA ALEGRE;CDMX
SANTA CRUZ MEYEHUALCO;CDMX
MORELOS;CDMX
GUERRERO;CDMX
PEDREGAL DE SAN NICOLAS 3A SECCION;CDMX
EX EJIDO DE SANTA URSULA COAPA;CDMX
GERTRUDIS SANCHEZ 3A SECCION;CDMX
TORRE BLANCA;CDMX
PUEBLA;CDMX
SIN DATO ;CDMX
BARRIO OXTOPULCO UNIVERSIDAD;CDMX
CONSTITUCION DE LA REPUBLICA;CDMX
REFORMA IZTACCIHUATL SUR;CDMX
POPOTLA;CDMX
CONSTITUCION DE 1917;CDMX
PUEBLO NUEVO ALTO;CDMX
SAN PEDRO ZACATENCO;CDMX
ROMERO RUBIO;CDMX
ANZURES;CDMX
EL MOLINITO;CDMX
PALO ALTO;CDMX
AMPLIACION CASAS ALEMAN;CDMX
PARQUE LAS AGUILAS;CDMX
LEYES DE REFORMA 3A SECCION;CDMX
GRANJAS MEXICO;CDMX
SIN DATO ;CDMX
INDUSTRIAL;CDMX
UNIVERSIDAD   CIO  L AUTONOMA DE MEXICO;CDMX
EL EBANO;CDMX
SIN DATO ;NAUCALPAN DE JUAREZ
LA CRUZ;CDMX
LA CRUZ;CDMX
LIBERALES DE 1857;CDMX
JUAREZ;CDMX
CULHUACAN CTM SECCION VII;CDMX
SANTA A   PONIENTE;CDMX
SANTA MARTHA ACATITLA NORTE;CDMX
ADOLFO LOPEZ MATEOS;CDMX
CASA BLANCA;CDMX
PUEBLO LA CANDELARIA;CDMX
LIBERALES DE 1857;CDMX
SAN JUAN DE ARAGON II SECCION;CDMX
MORELOS;CDMX
AGRICOLA PANTITLAN;CDMX
VILLA OLIMPICA;CDMX
NONOALCO TLATELOLCO;CDMX
SANTA CECILIA;CDMX
JUAREZ;CDMX
LA MAGDALE   PETLACALCO;CDMX
COVE;CDMX
PUEBLO SANTA FE;CDMX
JARDIN BALBUE  ;CDMX
SIN DATO ;CDMX
VALLEJO PONIENTE;CDMX
GUERRERO;CDMX
ARE  L 4A SECCION;CDMX
SAN RAFAEL;CDMX
LEYES DE REFORMA 3A SECCION;CDMX
GERTRUDIS SANCHEZ 2A SECCION;CDMX
TENORIOS FOVISSSTE;CDMX
TEPEYAC INSURGENTES;CDMX
TABACALERA;CDMX
BARRANCA SECA;CDMX
SAN JUAN XALPA;CDMX
TRANSITO;CDMX
CENTRO;CDMX
MORELOS;CDMX
MORELOS;CDMX
VISTA ALEGRE;CDMX
PURISIMA ATLAZOLPA;CDMX
SAN FELIPE DE JESUS;CDMX
DOCTORES;CDMX
DESARROLLO URBANO QUETZALCOATL;CDMX
CENTRO;CDMX
PARQUE DEL PEDREGAL;CDMX
EL PARAISO;CDMX
ROMA NORTE;CDMX
CENTRO;CDMX
SECTOR   VAL;CDMX
PARQUE ECOLOGICO DE XOCHIMILCO;CDMX
LETRAN VALLE;CDMX
MIGUEL HIDALGO 1A SECCION;CDMX
EL TRIANGULO;CDMX
TEPALCATES;CDMX
TACUBA;CDMX
AVANTE;CDMX
LOS ALPES;CDMX
VILLA PA  MERICA  ;CDMX
VILLA PA  MERICA  ;CDMX
BUE  VISTA;CDMX
JUAREZ;CDMX
BOSQUE DE LAS LOMAS;CDMX
JUAN ESCUTIA;CDMX
RINCO  DA DEL SUR;CDMX
SOLIDARIDAD   CIO  L;CDMX
SANTA CRUZ ATOYAC;CDMX
VICTORIA DE LAS DEMOCRACIAS;CDMX
25 DE JULIO;CDMX
EMILIANO ZAPATA;CDMX
EL ROSARIO;CDMX
SAN JUAN;CDMX
AMPLIACION   POLES;CDMX
AMPLIACION   POLES;CDMX
BUENOS AIRES;CDMX
CULHUACAN CTM SECCION IX;CDMX
PERALVILLO;CDMX
LINDAVISTA;CDMX
INSURGENTES MIXCOAC;CDMX
CENTRO;CDMX
FRANCISCO VILLA;CDMX
JARDINES DEL PEDREGAL;CDMX
MORELOS;CDMX
SANTA A   PONIENTE;CDMX
EJERCITO DE AGUA PRIETA;CDMX
MINERVA;CDMX
SIN DATO ;CDMX
VALLE GOMEZ;CDMX
LOMAS DE SANTA FE;CDMX
TLACOYAQUE;CDMX
UNIDAD HAB LOMAS DE SOTELO;CDMX
SANTA CRUZ MEYEHUALCO;CDMX
AMERICAS UNIDAS;CDMX
LAS ARBOLEDAS;CDMX
CLUB DE GOLF MEXICO;CDMX
NOCHEBUE  ;CDMX
NEXTENGO;CDMX
SAN MARCOS;CDMX
JARDINES DEL AJUSCO;CDMX
7 DE JULIO;CDMX
CENTRAL DE ABASTO;CDMX
BARRANCA SECA;CDMX
HIPODROMO;CDMX
AGRICOLA ORIENTAL;CDMX
GRANJAS MODER  S;CDMX
EL EBANO;CDMX
VIADUCTO PIEDAD;CDMX
MARGARITA MAZA DE JUAREZ;CDMX
PILOTO ADOLFO LOPEZ MATEOS;CDMX
SAN LORENZO;CDMX
PARAJE SAN JUAN;CDMX
  RVARTE;CDMX
EJERCITO DE ORIENTE ZO   PENON;CDMX
NUEVA ROSITA;CDMX
RESIDENCIAL ACOXPA;CDMX
SAN ANDRES TOTOLTEPEC;CDMX
SIN DATO ;CDMX
COPILCO EL BAJO;CDMX
SANTA MARIA INSURGENTES;CDMX
SANTA ANITA;CDMX
ROMA NORTE;CDMX
DOCTORES;CDMX
SAN JUAN TLIHUACA;CDMX
ERMITA ZARAGOZA;CDMX
CENTRAL DE ABASTO;CDMX
SAN RAFAEL;CDMX
LOS REYES DEL PUEBLO DE SAN ANDRES MIXQUIC;CDMX
LOS PICOS VI B;CDMX
GUERRERO;CDMX
CUAUTEPEC DE MADERO;CDMX
DOS LAGOS;CDMX
MAGISTERIAL;CDMX
LAS AGUILAS 1A SECCION;CDMX
DEL GAS;CDMX
COLEGIO MEXICO;CDMX
VICTORIA DE LAS DEMOCRACIAS;CDMX
DEL MAR;CDMX
DOCTORES;CDMX
MALVI  S MEXICA  S;CDMX
SAN JOSE ACULCO;CDMX
JUAREZ;CDMX
1A AMPLIACION PRESIDENTES;CDMX
MAGDALE   DE LAS SALI  S;CDMX
GUADALUPE DEL MORAL;CDMX
EMILIANO ZAPATA;CDMX
SANTA MARTHA ACATITLA SUR;CDMX
VALLE ESCONDIDO;CDMX
SAN JUAN DE ARAGON;CDMX
MIGUEL HIDALGO;CDMX
MIGUEL HIDALGO;CDMX
A  HUAC;CDMX
ARGENTI   ANTIGUA;CDMX
  RVARTE;CDMX
TIERRA NUEVA;CDMX
CENTRO;CDMX
CENTRO;CDMX
CLAVERIA;CDMX
JOSE MARIA MORELOS Y PAVON;CDMX
SIN DATO ;ACAPULCO DE JUAREZ
VALLEJO;CDMX
JARDIN BALBUE  ;CDMX
FRANCISCO VILLA;CDMX
SANTA MARIA LA RIBERA;CDMX
POLANCO;CDMX
SIN DATO ;CDMX
CENTRO;CDMX
SIN DATO ;CDMX
JAMAICA;CDMX
ADOLFO LOPEZ MATEOS;CDMX
GUERRERO;CDMX
PUEBLO NUEVO BAJO;CDMX
FUENTES DEL PEDREGAL;CDMX
JUAN ESCUTIA;CDMX
TEPEYAC INSURGENTES;CDMX
EL SANTUARIO;CDMX
TLALPAN CENTRO II;CDMX
TLALPAN CENTRO II;CDMX
2A AMPLIACION SANTIAGO ACAHUALTEPEC;CDMX
SAN ALVARO;CDMX
IZTLAHUACAN;CDMX
IRRIGACION;CDMX
ROMA NORTE;CDMX
CENTRO;CDMX
SAN JUAN TLIHUACA;CDMX
LOMAS DE PADIER  ;CDMX
AMPLIACION GABRIEL RAMOS MILLAN;CDMX
ROMA NORTE;CDMX
AMPLIACION PENITENCIARIA;CDMX
FERROCARRILERA;CDMX
PEDREGAL DE SANTO DOMINGO;CDMX
XALPA;CDMX
SACRAMENTO;CDMX
PRADOS DEL ROSARIO;CDMX
CULHUACAN CTM SECCION VII;CDMX
SAN JOSE ACULCO;CDMX
CENTRO;CDMX
VALENTIN GOMEZ FARIAS;CDMX
ALTAVISTA;CDMX
ROMA SUR;CDMX
PARQUE SAN ANDRES;CDMX
LA ESMERALDA 1A SECCION;CDMX
VILLA VERDUN;CDMX
LAS AGUILAS;CDMX
MORELOS;CDMX
CENTRO;CDMX
PERALVILLO;CDMX
Pueblo San Antonio Tecomitl Barrio Xochitepec;CDMX
Pueblo San Antonio Tecomitl Barrio Xochitepec;CDMX
GUERRERO;CDMX
HIPODROMO;CDMX
RESIDENCIAL ZACATENCO;CDMX
NUEVA VALLEJO;CDMX
LA ESMERALDA;CDMX
JUAN ESCUTIA;CDMX
TORRE BLANCA;CDMX
JARDIN BALBUE  ;CDMX
NONOALCO TLATELOLCO;CDMX
TLALPAN CENTRO II;CDMX
ZO   ESCOLAR;CDMX
LOS CIRUELOS;CDMX
  RVARTE;CDMX
ZEDEC SANTA FE;CDMX
AMPLIACION PENITENCIARIA;CDMX
AMPLIACION PENITENCIARIA;CDMX
ESCANDON I SECCION;CDMX
SIN DATO ;LA PAZ
SANTA ANITA;CDMX
PASEOS DE TAXQUE  ;CDMX
CULHUACAN CTM SECCION IX;CDMX
MAGISTERIAL;CDMX
DESARROLLO URBANO QUETZALCOATL;CDMX
SIN DATO ;CDMX
ESCUADRON 201;CDMX
TABACALERA;CDMX
OBRERA;CDMX
VALLEJO;CDMX
ESCANDON I SECCION;CDMX
JARDINES DEL PEDREGAL;CDMX
TEPALCATES;CDMX
MORELOS;CDMX
JAMAICA;CDMX
CENTRAL DE ABASTO;CDMX
ADOLFO LOPEZ MATEOS;CDMX
SAN ANDRES TETEPILCO;CDMX
CONSEJO AGRARISTA MEXICANO;CDMX
NUEVA EL ROSARIO;CDMX
GUERRERO;CDMX
ANZURES;CDMX
VERTIZ   RVARTE;CDMX
CENTRO;CDMX
GENERAL IG  CIO ZARAGOZA;CDMX
SAN ANDRES TOMATLAN;CDMX
LOS ANGELES;CDMX
  RVARTE;CDMX
JARDIN BALBUE  ;CDMX
JUVENTINO ROSAS;CDMX
AMPLIACION CASAS ALEMAN;CDMX
ROMA SUR;CDMX
SAN PEDRO DE LOS PINOS;CDMX
AMPLIACION DEL CARMEN;CDMX
BUE  VISTA;CDMX
MI   LOS COYOTES;CDMX
EMILIANO ZAPATA;CDMX
ARTES GRAFICAS;CDMX
SANTO TOMAS;CDMX
GUERRERO;CDMX
PIEDAD   RVARTE;CDMX
ARAGON LA VILLA;CDMX
ACUEDUCTO DE GUADALUPE;CDMX
AJUSCO;CDMX
SAN JOSE ACULCO;CDMX
MAGDALE   DE LAS SALI  S;CDMX
EMILIANO ZAPATA;CDMX
SANTIAGO TEPALCATLALPAN;CDMX
SANTA BARBARA;CDMX
NUEVA SANTA MARIA;CDMX
EL ROSARIO;CDMX
SANTA ROSA XOCHIAC;CDMX
  RCISO MENDOZA SUPER MANZA   3 VILLA COAPA;CDMX
CRISTO REY;CDMX
JARDINES DE SAN LORENZO TEZONCO;CDMX
SAN FELIPE DE JESUS;CDMX
LOS ANGELES;CDMX
EL MOLINO TEZONCO;CDMX
MIXCOAC;CDMX
AGRICOLA ORIENTAL;CDMX
LAGO SUR;CDMX
SIN DATO ;CDMX
LOS REYES;CDMX
LAS CRUCES;CDMX
DANIEL GARZA;CDMX
LA CRUZ;CDMX
HIPODROMO;CDMX
PONCIANO ARRIAGA;CDMX
AGRICOLA PANTITLAN;CDMX
  POLES;CDMX
ADOLFO LOPEZ MATEOS;CDMX
DEL MAR;CDMX
PUEBLA;CDMX
PUENTE COLORADO;CDMX
JARDINES DE SAN LORENZO TEZONCO;CDMX
MI   LOS COYOTES;CDMX
CREDITO CONSTRUCTOR;CDMX
CARLOS HANK GONZALEZ;CDMX
LAS PE  S;CDMX
SAN MIGUEL AJUSCO;CDMX
ATLAMAYA;CDMX
LEYES DE REFORMA 3A SECCION;CDMX
COLONIAL IZTAPALAPA;CDMX
HIPODROMO;CDMX
ABDIAS GARCIA SOTO;CDMX
UN HOGAR PARA CADA TRABAJADOR;CDMX
TABACALERA;CDMX
FERROCARRILERA;CDMX
FERROCARRILERA;CDMX
SAN JOSE;CDMX
LOS ANGELES APANOAYA;CDMX
ATENOR SALAS;CDMX
AMERICAS UNIDAS;CDMX
MODER  ;CDMX
SAN JUAN SAN PABLO OZTOTEPEC;CDMX
JARDINES EN LA MONTA  ;CDMX
PRESIDENTES DE MEXICO;CDMX
ROMA NORTE;CDMX
CUAUHTEMOC;CDMX
CUAJIMALPA;CDMX
PUEBLO NUEVO BAJO;CDMX
FUENTES BROTANTES;CDMX
ZEDEC SANTA FE;CDMX
LOMA LA PALMA;CDMX
CENTRO DE AZCAPOTZALCO;CDMX
CUAUHTEMOC;CDMX
LOMA LA PALMA;CDMX
POLANCO;CDMX
SANTA CECILIA TEPETLAPA;CDMX
CULHUACAN CTM SECCION V;CDMX
LA GUADALUPE;CDMX
LOMAS DE SANTA FE;CDMX
OLIVAR DEL CONDE 1A SECCION;CDMX
SAN ANDRES TOMATLAN   ZO   URBA  ;CDMX
GABRIEL RAMOS MILLAN;CDMX
GABRIEL RAMOS MILLAN;CDMX
OBRERA;CDMX
SANTIAGO SUR;CDMX
SANTIAGO SUR;CDMX
GRANJAS MEXICO;CDMX
LA CRUZ COYUYA;CDMX
AGRICOLA ORIENTAL;CDMX
